"date","total_amount_usd","total_amount_usd_diff","part_of_usd","part_of_usd_diff","ppi","ppi_diff","inflation","inflation_diff","avg_sal_uah","avg_sal_uah_diff","ipi","ipi_diff","fx_reserves","fx_reserves_diff","agro_ppi","agro_ppi_diff","gdp_pers_uah","gdp_pers_uah_diff","gdp_pers_usd","gdp_pers_usd_diff","unemployment","unemployment_diff","bop","bop_diff","rsi","rsi_diff","fdi","fdi_diff","gov_budg","gov_budg_diff","int_trade","int_trade_diff","state_debt_uah","state_debt_uah_diff","state_debt_usd","state_debt_usd_diff","exrate","ex_rate_diff"
"04.01.2012","738.29","0","614.69","0","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"05.01.2012","750.7","12.41","645.63","30.94","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"06.01.2012","477.66","-273.04","421.4","-224.23","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"07.01.2012","477.66","0","421.4","0","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"08.01.2012","477.66","0","421.4","0","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"09.01.2012","477.66","0","421.4","0","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"10.01.2012","722.5","244.84","637.21","215.81","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"11.01.2012","702.51","-19.99","519.05","-118.16","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"12.01.2012","1130.08","427.57","917.03","397.98","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"13.01.2012","696.79","-433.29","494.66","-422.37","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"14.01.2012","696.79","0","494.66","0","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"15.01.2012","696.79","0","494.66","0","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"16.01.2012","232.02","-464.77","86.44","-408.22","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"17.01.2012","1252.44","1020.42","939.67","853.23","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"18.01.2012","816.99","-435.45","511.86","-427.81","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"19.01.2012","521.85","-295.14","398.76","-113.1","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"20.01.2012","837.94","316.09","666.57","267.81","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"21.01.2012","837.94","0","666.57","0","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"22.01.2012","837.94","0","666.57","0","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"23.01.2012","570.35","-267.59","450.17","-216.4","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"24.01.2012","560.11","-10.24","412.07","-38.1","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"25.01.2012","707.59","147.48","523.61","111.54","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"26.01.2012","649.05","-58.54","433.68","-89.93","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"27.01.2012","652.33","3.2800000000001","446.12","12.44","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"28.01.2012","652.33","0","446.12","0","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"29.01.2012","652.33","0","446.12","0","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9898","0"
"30.01.2012","682.44","30.11","431.69","-14.43","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9897","-9.9999999999767E-5"
"31.01.2012","572.24","-110.2","400.77","-30.92","99.2","0","100.2","0","2722","0","86.2","0","31364.11","0","111.8","0","28813","0","3570","0","8.6","0","-2532","0","89.5","0","1623","0","1460.4","0","-6748","0","473121.62","0","59215.7","0","7.9897","0"
"01.02.2012","566.27","-5.97","467.96","67.19","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9897","0"
"02.02.2012","486.3","-79.97","400.51","-67.45","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9897","0"
"03.02.2012","504.74","18.44","372.85","-27.66","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9897","0"
"04.02.2012","504.74","0","372.85","0","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9897","0"
"05.02.2012","504.74","0","372.85","0","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9897","0"
"06.02.2012","571.31","66.57","422.74","49.89","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9897","0"
"07.02.2012","1117.06","545.75","754.77","332.03","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9897","0"
"08.02.2012","564","-553.06","436.52","-318.25","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9897","0"
"09.02.2012","697.77","133.77","475.17","38.65","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9899","0.00019999999999953"
"10.02.2012","433.04","-264.73","328.5","-146.67","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9899","0"
"11.02.2012","433.04","0","328.5","0","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9899","0"
"12.02.2012","433.04","0","328.5","0","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9899","0"
"13.02.2012","383.68","-49.36","299.21","-29.29","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9899","0"
"14.02.2012","772.53","388.85","443.51","144.3","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9877","-0.0021999999999993"
"15.02.2012","583.67","-188.86","433.47","-10.04","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9881","0.00039999999999996"
"16.02.2012","765.8","182.13","547.48","114.01","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9881","0"
"17.02.2012","724.27","-41.53","510.55","-36.93","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9875","-0.00060000000000038"
"18.02.2012","724.27","0","510.55","0","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9875","0"
"19.02.2012","724.27","0","510.55","0","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9875","0"
"20.02.2012","244.32","-479.95","96.02","-414.53","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9883","0.00079999999999991"
"21.02.2012","790.32","546","584.75","488.73","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9875","-0.00079999999999991"
"22.02.2012","637.75","-152.57","500.48","-84.27","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9874","-9.9999999999767E-5"
"23.02.2012","721.34","83.59","601.86","101.38","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9871","-0.00030000000000019"
"24.02.2012","850.47","129.13","684.33","82.47","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.987","-9.9999999999767E-5"
"25.02.2012","850.47","0","684.33","0","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.987","0"
"26.02.2012","850.47","0","684.33","0","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.987","0"
"27.02.2012","732.28","-118.19","544.3","-140.03","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9868","-0.00020000000000042"
"28.02.2012","901.17","168.89","641.46","97.16","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9867","-9.9999999999767E-5"
"29.02.2012","1204.66","303.49","991.92","350.46","100.8","1.6","100.2","0","2799","77","101.7","15.5","31048.64","-315.47","111.8","0","28813","0","3570","0","8.6","0","-2532","0","102.5","13","1623","0","4697.5","3237.1","-6748","0","473121.62","0","59215.7","0","7.9867","0"
"01.03.2012","1183.05","-21.61","674.84","-317.08","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.9867","0"
"02.03.2012","913.45","-269.6","688.9","14.06","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.9867","0"
"03.03.2012","46.87","-866.58","32.73","-656.17","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.988","0.0013000000000005"
"04.03.2012","927.34","880.47","722.7","689.97","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.988","0"
"05.03.2012","1177.32","249.98","900.91","178.21","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.988","0"
"06.03.2012","1087.13","-90.19","752.68","-148.23","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.988","0"
"07.03.2012","1087.13","0","752.68","0","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.988","0"
"08.03.2012","1087.13","0","752.68","0","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.988","0"
"09.03.2012","1087.13","0","752.68","0","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.988","0"
"10.03.2012","1087.13","0","752.68","0","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.988","0"
"11.03.2012","1087.13","0","752.68","0","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.988","0"
"12.03.2012","771.24","-315.89","670.73","-81.95","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.9875","-0.00050000000000061"
"13.03.2012","762.34","-8.9","627.24","-43.49","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.986","-0.0015000000000001"
"14.03.2012","734.6","-27.74","577.47","-49.77","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.985","-0.00099999999999945"
"15.03.2012","804.99","70.39","545.05","-32.42","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.984","-0.0010000000000003"
"16.03.2012","759.2","-45.79","599.41","54.36","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.984","0"
"17.03.2012","759.2","0","599.41","0","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.984","0"
"18.03.2012","759.2","0","599.41","0","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.984","0"
"19.03.2012","649.89","-109.31","536.99","-62.42","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.985","0.0010000000000003"
"20.03.2012","829.56","179.67","632.48","95.49","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.985","0"
"21.03.2012","849.92","20.36","662.19","29.71","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.985","0"
"22.03.2012","807.55","-42.37","638.99","-23.2","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.985","0"
"23.03.2012","865.37","57.82","654.7","15.71","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.9857","0.00069999999999926"
"24.03.2012","865.37","0","654.7","0","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.9857","0"
"25.03.2012","865.37","0","654.7","0","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.9857","0"
"26.03.2012","733.01","-132.36","599.73","-54.97","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.9857","0"
"27.03.2012","804.06","71.05","591.44","-8.29","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.986","0.00030000000000019"
"28.03.2012","982.73","178.67","705.34","113.9","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.9857","-0.00030000000000019"
"29.03.2012","916.47","-66.26","651.69","-53.65","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.9857","0"
"30.03.2012","928.81","12.34","667.26","15.57","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.9867","0.0010000000000003"
"31.03.2012","928.81","0","667.26","0","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.9867","0"
"01.04.2012","928.81","0","667.26","0","101.1","0.3","100.3","0.099999999999994","2923","124","110.1","8.4","31127.97","79.330000000002","111.8","0","28813","0","3570","0","8.6","0","-569","1963","104.1","1.6","2012","389","978.5","-3719","-6748","0","473121.62","0","59215.7","0","7.9867","0"
"02.04.2012","655.25","-273.56","483.14","-184.12","103.7","2.6","100","-0.3","2942","19","95.6","-14.5","31660.56","532.59","95.5","-16.3","28813","0","3570","0","8.6","0","-569","1963","100.5","-3.6","2012","389","-4519.6","-5498.1","-6748","0","473121.62","0","59215.7","0","7.9879","0.0011999999999999"
"03.04.2012","682.01","26.76","556.92","73.78","103.7","2.6","100","-0.3","2942","19","95.6","-14.5","31660.56","532.59","95.5","-16.3","28813","0","3570","0","8.6","0","-569","1963","100.5","-3.6","2012","389","-4519.6","-5498.1","-6748","0","473121.62","0","59215.7","0","7.9879","0"
"04.04.2012","1227.32","545.31","814.3","257.38","103.7","2.6","100","-0.3","2942","19","95.6","-14.5","31660.56","532.59","95.5","-16.3","28813","0","3570","0","8.6","0","-569","1963","100.5","-3.6","2012","389","-4519.6","-5498.1","-6748","0","473121.62","0","59215.7","0","7.9879","0"
"05.04.2012","1188.44","-38.88","759.51","-54.79","103.7","2.6","100","-0.3","2942","19","95.6","-14.5","31660.56","532.59","95.5","-16.3","28813","0","3570","0","8.6","0","-569","1963","100.5","-3.6","2012","389","-4519.6","-5498.1","-6748","0","473121.62","0","59215.7","0","7.9879","0"
"06.04.2012","821.07","-367.37","702.01","-57.5","103.7","2.6","100","-0.3","2942","19","95.6","-14.5","31660.56","532.59","95.5","-16.3","28813","0","3570","0","8.6","0","-569","1963","100.5","-3.6","2012","389","-4519.6","-5498.1","-6748","0","473121.62","0","59215.7","0","7.9875","-0.00039999999999996"
"07.04.2012","821.07","0","702.01","0","103.7","2.6","100","-0.3","2942","19","95.6","-14.5","31660.56","532.59","95.5","-16.3","28813","0","3570","0","8.6","0","-569","1963","100.5","-3.6","2012","389","-4519.6","-5498.1","-6748","0","473121.62","0","59215.7","0","7.9875","0"
"08.04.2012","821.07","0","702.01","0","103.7","2.6","100","-0.3","2942","19","95.6","-14.5","31660.56","532.59","95.5","-16.3","28813","0","3570","0","8.6","0","-569","1963","100.5","-3.6","2012","389","-4519.6","-5498.1","-6748","0","473121.62","0","59215.7","0","7.9875","0"
"09.04.2012","846.71","25.64","787.12","85.11","103.7","2.6","100","-0.3","2942","19","95.6","-14.5","31660.56","532.59","95.5","-16.3","28813","0","3570","0","8.6","0","-569","1963","100.5","-3.6","2012","389","-4519.6","-5498.1","-6748","0","473121.62","0","59215.7","0","7.9875","0"
